IDRestaurant,Comment_new,rating_encoded
130,hiện chất_lượng,2
130,ngon đông chờ tốt giảm_giá thức_ăn tốn_công rẻ,2
130,kêu út_hương cười cơm_chiên dương_châu_bò bít chiên chiên xào xào xà_lách dầu_giấm tổng thiệt_hại nhanh_chóng nóng_hổi nhẹ đồ_ăn đổ đổ ngon lắm,2
130,chiên ngon dấm ngon nóng hài_lòng,2
130,đăng địa_điểm đăng út chất_lượng chất_lượng chiên_dương bít chiên_dương chiên thắc_mắc đầy_ắp chảng thiệc cực không_nóc không_thở nổi nổi chiên ngon không_bị khô chả cắt lựu_chất_lượng lắm mềm_chuẩn nhà_hàng í thấm_vị ăn_hộp ngon dấm_chua ngon_xỉu không_kém chiên ươm mà_nghệ lắm lừa kêu ăn_không nổi ổn nguyễn_cảnh,2
130,kém phát_hiện lừa xào chua_ngọt miến xào sườn xào thích ngon không_nấu đặt_hàng đổi sốc lừa sâu trộn đen lật tá lừa sâu xới lừa không_ngờ không_kiểm_trà chất_lượng đông nấu thông_cảm bận_rộn bán_vầy chết không_giờ không_dàn_dựng dìm cửa_hàng,1
130,giảm_giá quyết_định miến_xào đựng đặt_hàng bít đổi lắm vương_vấn đồng_tiền đợi tiếp cười,2
130,phục_vụ kêu đồ_ăn kêu te_te đi phục_vụ_bàn không_hề giúp khô đợi_xíu đi xà_lách đem lộn xịt tương_ớt giực đem ngon giòn đi quạo trọng_quán đợi kêu kêu đợi không_thấy nhân_đứng đóng kêu kêu giúp châu_đùi xối_mỡ chiên ngon thái_độ không_chịu nổi,1
130,đặt_hàng chiên_dương bít ngon chiên hơi mềm đặt_hàng không_thích lắm cắt dày_ăn ổn,2
130,đắt_bình tạm ngon đem dở_hơi tệ không_giờ,0
130,chiên mềm_ăn ngán xào ngon lắm,1
130,trọng_tâm sạch_sẽ chiên mặn lắc chiên ổn vỏ mẻ hơi kèm trộn ngon,2
130,chổ thơm đùi không_bỡ toàn chiên ngon đa_dạng văn_phòng cơm_chiên không_khô thích chổ,2
130,xào ngon rẻ hiện rẻ thích,2
130,đi hải_người đặt_hàng chiên_dương bít lắc_tây kèm chán mềm_tây chiên không_bị hợp_lý hơi mù làm_bạn hơi thất_bại nguyễn_cảnh đặt_hàng giảm_giá khô,2
130,shiper đổ đổi càu_nhàu đòi đổi đổ thừa chửi không_hề rẻ không_xứng phục_vụ,0
130,đi ăn_ở đồ_ăn ngon hài_lòng lắm chờ chậm mong nhà_hàng sửa,2
130,đông lắm lắc ngon sợ mập đi lừa,2
130,đi lòng_vòng đông sạch khô ỏder trả_lời không_hỏi sing báo đồ_ăn bưng tắm mưa thoải_mái đồ_ăn dở tương_ớt cọng bực không_giờ,0
130,mã chất_lượng,2
130,đặt_hàng chiên_dương kèm dày khô ướp mềm không_căng đặt_hàng hơi đỡ mất_công đi thử,2
130,đợi gọi_là,0
130,nhanh_chóng,2
130,chuyên xào ngon đặt_hàng chiên_dương bít hết_nổi ấn_tượng ướp ngon siêu_mềm kèm cộng hẳn_hộp không_bị trộn mềm shiper giảm_giá quá_chừng thử,2
130,cơm_dương xào,1
130,ngon hợp_lý đặt_hàng cơm_chiên xào_mềm mà_còn không_bị áp_chảo chiên thích chiên dương_châu chiên không_thì hơi chán xà_lách kèm đồ_ăn ngon hợp_lý lắm,2
130,khô giảm_giá chất_lượng bít mềm ướp ngon kèm mềm,2
130,đặt_hàng thử chiên ngon đông_lạnh không_tươi lắm,2
130,văn_phòng_không nấu cực chiên_dương cười cười_cười ôi cà_hải giá_cả đồng_ý dẻo_thơm không_tường căng tuyệt_vời cười,2
130,nguyễn_cảnh kê sát nóng phục_vụ nhiệt_tình hồ_hởi trẻ không_khó_chịu châu_sườn chua_ngọt chiên đầy_đủ ngon châu_bít cơm_chiên xào liên_tục băng_nhóm khô chiên cực ngon miếng dày hơi chế_biến ướp tiêu việt sà_lách ngon hên_xẻo tươi khô hơi héo ăn_ở xào thử ưng tẩm rán xào sốt_cực ngon_ăn bắt thấm sườn chín không thích đi hơi đông hơi khó_chịu xài đựng trắng hơi ghê,2
130,ngon không_làm,2
130,chiên dương_châu ngon trọng_hộp kèm tương_đối,2
130,đầu_bò thích lắc bít hơi,2
130,xào không_thích hủ_tiếu lắm hủ_tiếu xào prefer ăn_thích xào bám đen luộc kĩ nhanh_chóng ăn_hơi cứng hơi đồng_ý lắm dở tùy không_thích khô tỏi dặn xào đập dẹp băm nhuyễn vỏ không_thích hơi cháy khô khô thơm thơm_khổ không_ăn_tỏi vỉa_hè thoáng thoải_mái ngồi_trọng quần_áo ám_mùi dân_tộc sợ đi lắm,2
130,đồ_ăn,2
130,trễ tầm đi cười mặt_tiền địa_chỉ út_hương đa_dạng phục_vụ đi chiên xào chiên luộc uống phú đậu í tương_đối đi châu_đùi xối không_quá không_ngọt xối_mỡ khô ốp ốp hơi chín mềm ổn phục_vụ vỉa_hè mát_mẻ,2
130,ghé khô ngon bít bít chất_lượng mềm ướp đậm_đà chiên ngon thích cắt dày chiên cắt mỏng thức_ăn thích,2
130,lắc bít không_thấy bít lòi chẳng nổi dòn khô chán,0
130,ngon hôm_mã châu_cơm chiên ngon chua_chua hơi hơi ngon_mã_mã,2
130,thích ăn_ở ngon chiên nạc lắm hết_mình không_thì,2
130,út ngon rẻ lắc mềm ướp tây tây đồ_ăn liền,2
130,thử ổn_hơi,1
130,không_cơm trúng rủ_rê nghỉ réo đặt_hàng chiên đầy_ắp trộn chiên chất_lượng vị ngon rẻ ủng_hộ,2
130,ngon rẻ đặt_hàng lắc xào bít ngon lắm mặt_lờ mỳ_ý mềm mềm đậm_đà nhà_hàng tây,2
130,lựa_chọn chiên_dương bít ăn_ở út cáo cực chụp tí nguyên_miếng mềm ướp kèm xà_lách,0
130,ngon hơi mắc ngại đặt_hàng thử công_nhận đồng_tiền đồng_ý đặt_hàng típ,2
130,mỳ lắc ngon sốt lắc mềm thích sạch_sẽ lắm bổ,2
130,đồng_nghiệp khô đặt_hàng đặt_hàng thử giới_thiệu chiên bít chiên trọng_chế_độ ráng hơi xắt_miếng đỡ ngán chạy hơi bực,2
130,lười đặt_hàng dập tắt lựa_chọn chiên khô chiên đặt_hàng châu_đùi xối chiên trứng đi_đôi châu_hộp đi kèm tư_vàng ươm_ráo dầu_xào mềm khuyến_mãi không_hề đi cộng nhiệt_tình mưa hàng nóng ủng_hộ,2
130,hải_nam ngờ lèo_tèo cộng không hải_nam không_hết,0
130,nguội nguội ngon chất_lượng lắc hình_thức đẹp màu_sắc tương_ớt,1
130,đặt_hàng ghé chẳng ăn_tây_tây không_thích chiên khéo ngon sốt ngon không_khá chật phục_vụ hơi chậm,2
130,đông châu_đùi xối tự_dưng thèm xối thèm chiên_dương xào sườn tẩm chiên xào sốt đĩa sốt hơi gò_bó nóng đồ_ăn,2
130,ổn lắm ngon rẻ chiên mềm chiên ngon,2
130,thích châu_bò thử cắt sẵn mềm ngon_giòn ngon,2
130,chê không_bị mỳ gắp chộp chuyên xào_mỳ gián_vô khô mong mệt_mỏi dám,1
130,nghệ giới_thiệu út_hương ngon lắm đặt_hàng thử không_nê chiên khô mềm đậm_đà ngon,2
130,út chuyên lôi_cuốn bít mềm_tẩm ướp xịt ngon thích tây_tây thích đen rút,2
130,chất_lượng cực_kỳ hết_nổi thử ngon không_nhiều ăn_không mỡ_xíu tươi shiper miến nóng khô chấm,2
130,đặt_hàng ăn_uống không_đưa mong tự_nhiên,1
130,kêu út_hương cười cơm_chiên dương_châu_bò bít chiên chiên xào xào xà_lách dầu_giấm tổng thiệt_hại nhanh_chóng nóng_hổi nhẹ đồ_ăn đổ đổ ngon lắm,2
131,khô ghé chấm ngon siêu_đỉnh ủng_hộ,2
131,trộn hoàng khô đóng_gói,1
131,đặt_hàng bánh_tráng khô bánh_tráng tỏi_ớt cháy dính xé ngon mỡ_hành ngon hơi nhạt ngon thơm thích cháy giòn ngon ủng_hộ,2
132,hô,1
132,đặt_hàng chiều_tối nước_ngoài ngộ_độc thực_phẩm tiêu_chảy thử kiểm_trà chất_lượng thức_ăn,1
132,bự nửa_ổ không_rồi ngon,2
132,ngon không_đặc_biệt lắm không_xứng_đáng,1
132,chả chẳng thị_hiếu người_dân đi tê,0
132,thuê làm_việc phút quyết_toán_trọng không_ảnh_hưởng công_việc công_việc không,2
132,bánh_mì ngán_vãi tê_bơ chà_bông cạp trúng mặn không dày ngon_miệng đông,0
132,lắm ăn_ổ sống dưa_đồ chua không_đặc_biệt lắm ngon thử chát nhân,2
132,ưu_điểm nhân ngon hơi vơi trừ thấm ẩm bám,0
132,đi cắn tiếp nhạt_nhẽo không_giờ,0
132,giòn chất_lượng,1
132,thèm bánh_mì kết_hợp tặng kèm cháy chà_bá độn ngập lăn cháy ngon ngán,2
132,ngon thèm hài_lòng,2
132,thích bánh_mỳ giảm_giá món,2
132,huỳnh_quận chạy xếp_hàng chờ lười đỡ mắc_công cười cầm_ổ bánh_mì_trọng cắt thử nhét nửa_ổ đầy_nhân ngán,2
132,nhân bánh_mì bình_thường bình_thường thái_độ,0
132,cắt đói ăn_nửa cảm_giác ngán_ngấy ngoại_trừ chả nguội chẳng nghệ chảnh lắm bắt_đợi xếp_hàng,0
132,bảo không_thấy ngon_tạo nửa_ổ mở_miệng cắn sái_hàm,2
132,kém không_đông lắm đứng vô thích dặn không_lấy hành ổ bánh_mì sẵn bảo đông sẵn cầm lắm ngon sánh thích thích thích,2
132,đặt_hàng khô gọi_là kẹp bánh_mì cười_cười_cười,2
132,nổi_tiếng nước_ngoài ghé thử bánh_mì đầy_đủ bơ cắn chả bánh_mì rớt nhiên xôi_thịt bình_thường thành eatwithchesie yêu,2
132,đầy_đủ tiện_lợi bánh_mì nhanh_ổ cầm_chắc ghé,2
132,thử_ổ mắc nhân nguội không_thiện_cảm lắm thử,1
132,đông ngã phù_đổng đi chờ tương_đương nhỉnh nguội_hành khô hơi tốt tiêu_chí tỷ_lệ không_đánh_giá đông rõ_ràng,2
132,dở toàn không_mặn tò_mò ói,0
132,khô đắt hẳn tự_dưng thèm người_yêu người_yêu hoảng_hốt đái_cười thế_này mặn hương_vị ngon,1
132,bánh_mì ngon_rầm_rộ thử đông đợi mệt bánh_mì_nhân không_gọi_là ngon_giá,2
132,tệ không_cho hành_ăn hằn_học giăm_bông,0
132,ỏder_ổ ú_ụ dạo đặt_hàng đắt dần toàn khóc mong đổi,0
132,đi đi công_việc gấp ghé nằm mặt_tiền lê_thị ngã phù_đổng rẽ đông đợi nhanh_chóng nhẹn lắm đợi xíu bánh_mì liền nguội không_hảo lắm phết,2
132,nghệ xấu tốt tò_mò đi thử hên vắng shiper nhanh_chóng hơi xả nguội ngán chả bơ,2
132,đam_mê bánh_mì cầm lắm không_giờ thơm chả_lụa không_muốn đợi xếp_hàng,2
132,ngoại mẹ nghiền chất_lượng,2
132,bạn_bè nhắc mỳ_siêu nhân_siêu ngậy không_ăn mà_viên,2
132,ú_ụ nhân toàn càng_ngày_càng đắt,2
132,chê hỏng rẻ rẻ mắc chê nghèo nhịn đi bày chê,2
132,thích bơ thơm bánh_mì ngon tốt bình_thường ăn_ở ăn_ổ thích,2
132,ngán_ạ bình_thường chả,1
132,gấp bình_thường hát hát nhân mỳ nóng_giòn nhanh_chóng trừ khô,1
132,ngon_sức xứng_đáng nhanh_chóng thái_độ,2
132,ổ đầy_đủ nguội rẻ_tiền rẻ_bèo tươi_dưa có_giá ngon_cái lừa,0
132,thèm đi vòng_vòng xếp_hàng thích ổ không_hổ đắt thích tiệm thái_độ hơi_tệ lắm thích ú thích bánh_mì lắm huỳnh_cảm_nhận quân_trọng đồ_chua xếp_hàng ổ bánh_mì cảm_giác hơi thất_vọng,2
132,ngon dạy không_lại,0
132,nổi_tiếng đầy_đủ bảo ngon đầy_đặn trông sạch_sẽ thôi_ăn hơi hãm thái_độ cảm_tưởng gấp bình_thường đối_xử thừa_nhận đông đừng quát,2
132,ổn,2
132,đồng_ý mặt_mày ăn_nói dạy làm_ăn mướn ăn_nói dạy,0
132,không đi kêu,1
132,bánh_mì ghiền đắt không_tiếc ghé dặn cắt tốt ngắn mê mệt vừa_phải mặc_dù xếp_hàng chờ không_ngại,2
132,khuyên lắm dưa,2
132,ăn_ở quán lắm ổ buồn ổn,2
132,râm_râm ghé bánh_mì rảnh kêu tỏ kêu kêu lừa lừa mắc lồi_lõm chấp_nhận nói_chuyện nổi_tiếng khắp ngờ phục_vụ hạ_đẳng ngon nhân_cách trải_nghiệm cảm_giác đi bánh_mì,0
132,toàn hương_vị đặc_trưng chát thích thử,1
132,thòm_thèm nhân bánh_mì khô ngon,1
132,xét không_bán_nhiên đi kèm hơi nghệ bảo_đợi hút ngon không_sài_gòn thưởng_thức,2
132,chê ưng cười_ăn bánh không_nuốt nổi,2
132,ngon đặt_hàng hơi ngán jambon đồ chua_ăn ngon lưu_ý trừ không_đều không_và đứng xếp_hàng tách nưz tách nhường đứng ốm cắt bánh_mì nạt thái_độ ngọt_ngào đẹp hận nạt mặc_dù xếp_hàng thèm tốt đặt_hàng shiper phiền_lòng đồng_ý,2
132,đặt_hàng bánh_mì kêu,1
132,mưa thèm bánh_mì đặt_hàng nguội bánh_mì đông lắm nhanh_chóng lắm không_bị chậm_trễ ngon chả không_hết cắt hơi,2
132,huyền_thoại nhân_cực,2
132,nói_chuyện không_phục_vụ mà_còn chọc ngon chất_lượng phục_vụ tệ,1
132,gòn ngon giới_thiệu nếm cắt không_ứ_hự để_dành tiếp không_giờ ăn_đồ chua yếu khô đau đọc bảo đau thử không_ăn_đồ không_bị đau phục_vụ hài_hước nở cười chả phiền khó_chịu khó_chịu đơn_giản chả,2
132,ngon trải_nghiệm đương_nhiên huỳnh quyết_định thử chờ ngon chờ bánh háo_hức thất_vọng nhân chẳng khác_biệt nguội ăn_ở chất_lượng nhập đựa khô không quyết_định thử_nhân nguội quát nhanh_chóng tiếp khác_trọng đặt_hàng câu nhầm chửi nhanh_chóng ổ bánh_mỳ kịp chẳng_thèm thử thất_vọng tràn chờ_đợi chả cục đỏ đắng chẳng ngon_miệng cố thất_vọng ném thiếc khủng khó_chịu đông cẩn_thận khô tò_mò thử làm_ăn không_giữ thương_hiệu phá_sản thừa dập tắt viết giúp viết khỏe,0
132,ngon chào,2
132,mãi,1
132,lắm không_ăn chất_lượng cười ngon chả ngán rẻ cảm_giác ngon đi không_đông lắm,1
132,ổ đau đi chua chất_lượng không_giờ không_giờ giới_thiệu,0
132,đi thái_độ tốn khô,1
132,đặt_hàng nóng_giòn mưa đồng_tiền bánh_mì ngon thơm ngậy thơm đồ_ăn bánh_mì chả_patê,2
132,thắc_mắc trách viết không_giải_quyết,0
132,nổi_tiếng ăn_không đầu_thái_lộn ngon phục_vụ không_niềm_nở lắm,1
132,nghệ nổi_tiếng đặt_hàng ổ tào_tháo rượt bầu quằn_quại không_ngủ đau_toát lạnh sốt,0
132,bánh_mì ngon bánh_mì bánh_mì cực ăn_ổ tiêu_hóa rẻ ổn đắt bẻ,2
132,nghiện bánh_mì đi bánh_mì bánh_mì ưng chất_lượng ngon ngon í thương_hiệu xếp_hàng đông lắm xứng_đáng xếp_hàng chờ không_thì khô đỡ ăn_không thành đồng_tiền lắm chúc_mừng,2
132,huỳnh hẹn đi thử grabfod đỡ xếp_hàng ổ bánh_mì cắt sẵn quên dặn ớt hào_phóng đặt_hàng giòn chả miếng cắt dày lắm cắn lừa,2
132,nghiêng,2
132,đầy_nhân ăn_ổ,2
132,ổ bánh_mì toàn đổ kém hơi hôi_chà_bông không_giờ,0
132,đáng_giá phỏng_đoán bring tốt,2
132,thời mãi rảnh_chút vồ thử vị_trí_tâm ngã rộng đi đi dăm xẻ nhân gói_toán đùa toàn nguội cắn siêu đầy_đặn thơm đỡ ngấy xé đi xứng_đáng,2
132,đổi chảnh tốt bánh_mì đầy_đủ lấu dặn kỷ_nên nạc tỏ thẳng vô_mặt nói_chuyện lừa kiểm_trà chửi ủng_hộ ordered multiple tốt,0
132,ngã cắt ngắn mặc vuốt cài băng_đô buộc đánh phấn_trắng bóc đỏ bảo bánh_mì ghé trẻ trẻ ổ đặc_trưng ngon đói khô thèm ghé nhanh_chóng cục nói_chuyện đông đâm nướng đông nói_chuyện bình_luận khô đi chửi hoài ổ,1
132,ngon không_ngán không_lại tệ ổ đem cắt quên dặn ơi_nãy không_chịu cắt không_thấy dấu cắt đứng cắt lịch_sự nhã_nhặn,1
132,rần_rần thử bánh_mì thiệt_xã nửa_ổ kêu ngán ngon hoài ngán tốn,2
132,ngập chả_lụa cắn ngập hơi ngấy bơ ăn_hăng bánh_mì giòn đỡ ngấy,2
132,giảm_giá thử nhanh_chóng hơi,1
132,rẻ bánh_ăn ổ ngán mắc,1
132,mắc không_ấn_tượng chả ngon ấn_tượng cũ,1
132,xếp_hàng bánh_mì siêu chả ngon ổ ăn_ngán lắm bánh_mì xứng_đáng lắm,1
132,vỏ,0
132,bánh_mì đặt_hàng bánh_mì nóng chất_lượng chả ngập béo ú_phồng thương ghê đắt rẻ cắt,2
132,ngon lắm mặn mặn lắm xì_dầu,2
132,nóng ăn_nửa,2
132,nổi_tiếng đi xếp_hàng hô rủ đi thử nhân bánh_mì bình_thường không_ngon bánh_mì toàn kém đau tào_rượt breads nổi cửa_hàng quyết_định thử đau_đớn diarhoea poisoned breads không_giờ,1
132,chất_lượng lắm không_căng ngon chát đắt ngửa tô cười lịch lắm đi toàn quốc không ứng_dụng miễn_phí ổ bánh_mỳ dịch_vụ hơi cười lớn_vọng đôi_lúc lười dắt,2
132,mắc ăn_ở lề_đường ngon_bá cháy bánh_nóng giòn_thịt giòn trọng_thói lịch_sự nóng_hổi huỳnh tệ chẳng,1
132,thử bánh_mì mệnh đắt nướng giòn hương_vị cắt đông xếp_hàng nghiêm_túc,2
132,khẩu_vị đắt tương_đương bảy_hổ kém_vị khác_biệt ngon ngon xuất_sắc ấn_tượng liên_thái dạ_dày lấu thử sốt ngon lắm,1
132,ngon_chả đứng xếp_hàng lận đi hơi chát,2
133,ngon,2
133,rẻ tặng,2
133,ngán mùi_vị chả đồ_chua hành chả trộn chả_lụa chả_quế trộn không_nhân_viên xác_nhận chả_lụa chả,0
133,ngon đừng đồ_chua ảnh_hưởng ăn_không điều_tiết đồ chua_riêng bự_ăn mệt giá_thành tiếp_cận ngầm nước_ngoài,1
133,chả khuyến_mãi bánh_mì bánh_giò giá,0
133,thích cộng,2
133,ngon thích không_bị nhồi_nhét nạc ngán khủng_khiếp ngon trừ chà_bông hơi nhạt không_đậm_đà lắm chất_lượng,2
133,chả cũ không_giòn không_ngon,0
133,bánh_mì ngon,1
133,cũ ngon bánh_mì ăn_lạt ngấy hơi thích bánh_mì,1
133,ngon mệt_hơi,2
133,câu_chuyện bẩn trá_hình tên_tuổi khuất thất_đức không_tồn_tại,0
133,không_đều khô mặn,1
133,sánh thở cộng giòn âm_ấm thơm nguội lắm dưa bánh_mì ỉu,2
133,ứng_dụng nhanh_chóng lắm nóng giòn_nhân_siêu bơ chua tràn túm túm ngon,2
134,trúng thực_ói,0
134,cơm_trễ tiếng gard khách_hàng phản_ánh trách_nhiệm,0
134,dạo nấu_ăn đặt_hàng gọn khô lắm òi thử hợp_khẩu suốt nằm ghé thử khô chiên lắc xào_bò lắc tương_bịch thích_vị lắc mềm ướp ngon nước_tương nhẹ nhẹ ổn,2
134,xối xối_mỡ không_giờ,0
134,kiểu chiên châu_xào chiên xào_lòng không_đâu hơi chiên hơi giòn chiên_tơi ngán ngon_nêm nếm đậm_đà lắm xào thơm_ngậy tiện quá_chừng,2
134,phân_biệt thích châu_đỏ xào mùi_vị đặt_biệt ngon nước_tương ngon không_nồng freship lười nhắn_thiếc nhắn thơm ngon liền đi đi chụp,2
134,lắm nằm trọng_hẻm ngon chiên lắc bò mềm ngon hơi cưng không_ngon ngon khô ăn_xào ngon không_hiểu thích nước_tương thích dạng đông nỏi_tiếng đa_số toàn,2
134,ngồi_trọng bé lắm giáp đắt chẳng giá_cả rẻ không_đắt ổn tầm không_ngon_mỡ ổn,2
134,nằm trọng_hẻm chạy vô xào_xào nhầm nhậu đặc_sắc cơm hình_như chẳng xào xào nóng nguội sạch_sẽ lắm khó_chịu xào_bò ngon giá_cả không_không cơm_bò lắc kêu,1
134,mặt khó_chịu gằng gằng khô trọng_đời chả,1
134,ngon mãi bắt đi đi thò đi_đi_lại chả vô_ngõ lơ_ngơ đi cười xào lắc chiên xuyến ngon_dã í rưới khóc ròng_biến hóa thành thèm thuồng thèm chết đi,2
134,ruột khô nhà_ăn trứng tôm_mực lạp ngon rẻ bổ nguyên_liệu trọng_hẻm bún_đậu khàn_hẹp đông,2
134,mưa hơi bất_tiện trọng_hẻm đi_lại bắn nước_nhà cô_chú cười cảm_giác không_thân_thiện lắm nhanh_chóng gọn đáo không_kén lắm khẩu_vị ăn_xào mềm_bò cắt ăn_mềm uống không_bữa cũ đi_lại mặn yên_tâm_quán nằm hơi lép_vế bún_đậu khàn đông_hình_như,2
134,thích xào lắm thơm nứt vị cực ngon ăn_quái_ăn mãi ngon không_kém thử,2
134,chất_lượng giá_cả rẻ,2
134,nằm trọng_hẻm nổi_tiếng ổn xào lắc mềm hơi nguội lạp_xưởng sẵn thích sống tươi ngon ngộ nhắc quên hoài trừ bắn,2
134,nằm đông khô uống_tố ghé sạch thoáng mát_quán chiên chiên đa_dạng chiên chiên cơm_chiên dĩa không_nhiều lắm nếm ngon_thịt bò không_đến nổi lèo_tèo xà_lách rẻ rẻ lắm_ròi ngon đòi_hỏi,2
134,lắm kế lắc bình_dân đông lắm,2
135,viết ăn_ở gấp giá_cả mà_còn hẹn yêu_thích ăn_ở thất_vọng sơ_suất vẻ tràn nhận_xét mướn quát_nạt quẹo vô quẹo nhăn_nhó cằn_nhằn đậu đậu kịp nhăn_nhó cằn_nhằn kịp đội chạy đi cằn_nhằn đuổi đi đậu chứng_kiến lừa lịch_sự đậu đậu không_chú đáp kêu đậu đậu đi đậu mà_còn đậu khô không bức_xúc ăn_ở mì_ý không_bò lắc chiên khô không_và báo không_đó kiểm_lại đặt_hàng quên_mình khô không_mình không đem hỏi_đi hóa báo trừ từ_chối đi kiểm_trà đi tỏ khó_chịu nói_chuyện nhăn nhó_trọng đứng_toán ngân nói_chuyện khó_chịu ăn_ở lỗi chụp tỏ trịch_thượng toán hoàn nhắn_thiếc đổi không_khá khẩm giải_quyết xét không_trách thái_độ tệ bổ điện kiểm xác_nhận toán tổng_kết gấp hút giá_cả đắt chất_lượng tạm ổn làm_việc trừ không_tốt không_thể_hiện giải_quyết đẩy thành đi đi làm_ăn lâu_dài xử_lí đuổi đi không_trở_lại chào_vọng đi thuận_lợi mãi không_quán,0
135,chất_lượng bạch_tuột nêm nếm mặn phục_vụ bình_thường sốt mè bảo_định,0
135,xà_lách thế_này,0
135,lắm đặt_hàng không_ghé mỳ_ý bằm mỳ_ý ăn_vặt xúc bình_dân không_thật_sự ổn lắm không_ăn hết_nổi mỳ khẩu_vị ngán ăn_ở hương_vị ngon,1
135,nếm ngon,2
135,đặt_hàng dịch sốt đặc_sắc hơi mặn,2
135,đặt_hàng cải_lát ngư_trắng xé nấm_bào tôping không ăn_ở đồng_ý buồn,1
135,ăn_ở không_dưới khách_hàng ngân không_thiện_chí hách_dịch quát_tháo không_chủ_ngữ ép tức,1
135,gấp gấp đi cười đi gấp đi constancereportfod đi constance constancefod fodreview fodstagram fodaholic fodie fodyhcm baeminvietnam diadiemanuong riviu riviuvn doubleb miysotcua,1
135,đi thèm mì_ý đi nằm tiện không_hơi chật chứa đông xếp kẹt di_chuyển đặt_hàng người_yêu thử mặc_dù mát_lạnh thoáng mì_ý kèm mì_ý hải_sản cá_ngừ lắc tổng_hóa không_cả ưng ngon sốt thơm miếng mềm_đỉnh chuyên đồng_ý lắm hơi béo hải_sản không_tươi lắm thích_béo lắc_đỉnh không_hề xà_lách ngon ngon phục_vụ chậm ăn_dĩa dĩa xịn rẻ quá_chừng khó_tính mà_ngợi,2
135,không_quá đặt_hàng nhòm mãi chả phục_vụ chán,0
135,đồng_ý tùy,1
135,đông đợi đông đặt_hàng không_quá ngon ổn,1
135,mì_ý ngon phục_vụ tệ mỳ đợi thứ_trọng quánh ăn_tính phục_vụ bảo làm_nghệ đợi trí hủy không_lời,1
135,đông ngon panacota dở thử,2
135,sốt hải_sản thơm_béo nấu hơi đồng_ý,2
135,phục_vụ quyết_định đồng_ý yêu,2
135,gấp tốt đi thử xẻo khô đi mì bạch_tuộc khô nuốt lắm không_đặc_biệt uống khô họng máy_lạnh nóng kèm đông trải_nghiệm tốt lắm,2
135,ngon cười,2
135,ngon rẻ thích_hợp cười nhiệt_tình trừ nóng,2
135,hơi khô bằm ngon rẻ thích mặn_mà vừa_phải già nhạt,2
135,mỳ_ý không_bị bở mỳ_xốt lơ_là ngon đồ_ăn nấu thắng chấm dễ_dãi khắt chủ_yếu tầm_điểm,2
135,gấp cười khô đa đi trakityinsaigon miydoubleb,2
135,đổi ngon mì_ý sốt nóng_thơm đóng_gói thích đồ_ăn tươi kèm thích sốt có_lẽ không_hợp nhạt tương_ớt đi kèm sốt ấn_tượng ngán ngấy ăn_không nổi,1
135,kế thoáng_mát hơi xíu bằm béo ngậy lắc thơm ngon,2
135,mì_ý khô ghé đậm_đà hài_hòa lựa_chọn héo,2
135,hợp_khẩu_vị việt không_béo_ngậy ngon ghé,2
135,không_quá sốt yêu yêu,2
135,đặt_hàng nóng_ngon kĩ khô rám vô_mì hơi tiếc thử đỡ tiếc hơi không_đùa,2
135,ăn_quán nằm trọng_hẻm kế đi chật_chội bàn_ghế sát sốt xông sốt béo béo ngon cực_kì xông_khói mặn đậm_đà mềm,2
135,sốt xông sốt xông sốt mặn sốt cá_ngừ ăn_ở xông_khói,2
135,đặt_hàng mỳ_ý phô xếp_hàng lắm hơi lừa ngon bò_viên ngon_sốt ngon đồ_ăn nóng ổn,2
135,không_nói xuất_sắc chất_lượng ổn ăn_dịp khô hời ngon nóng không_bị úc dính chát thảm_hại khô mrsteak_đồ ăn_ổn ăn_bò mỳ hoài món cầu_kì ăn_ở thực_đơn đơn_giản rẻ,2
135,lắc_sốt ngon củng_không ăn_ở gấp nhức,0
135,trọng_hẻm đi yên_tâm không_khoảng_cách chật nóng đông đàn_ông đi thử không_hợp khẩu_vị mì_ý xông sốt đút nếm nhàn_nhạt í mặn ổn hình_thức,1
135,đồng_ý ngộ gói trải_nghiệm khách_hàng tệ,1
135,đi cắt miếng đũa xé,2
135,đặt_hàng mì_ý gói parmesan trọng_hàng sẵn sốt bằm mềm không_dente khô sốt thơm không_mềm nấu cắt hơi lạt parmesan thức_ăn muỗng chứa parmesan không_nhắm kích_cỡ đặt_hàng hơi lố_sức bò hơi dư thử,2
135,tự_nhiên thèm thử ngon khẩu_vị chất_lượng mong_đợi mắc không_quá rẻ đem đi thức_ăn đựng hạn_chế tách thích mỳ mềm_mỏng sốt nhanh_chóng ủng_hộ chào_vọng,2
135,chờ_xíu sốt hải_sản nước_ngọt tạm tạm bình_bình lắm sốt không_thơm rẻ,2
135,nằm kế kiếm không_thoáng cộng sắc lắm ngấy_ăn không_hết không_ăn,1
135,gấp nằm trọng_hẻm trần hưng_đạo ngon hôi không_trên thân,2
135,mì_ý chạy hôi_rình nghệ cũ ghê chết thử hiến thành nguyên_liệu,1
135,òi không_ghé gấp tí không_rộng đút hẳn dính bớt mặn cá_ngừ việt_nam tạm hông bảo uống_kì diễn_tả dở_tệ kêu lành_lành thử đậu ghé thích thích thích ăn_uống traveatvn,2
135,ngon khô sốt đồng_ý xà_lách xông dở_tệ chiên chiên vị cứng_ngắc xà_lách trộn trông_lừa kịp chụp,2
135,kết_hợp không_chê khóc,2
