ID,User,Time,Rating,Comment,IDRestaurant
30113,Ẩn Danh,11/11/2023 9:36,6,"Bánh ăn ngon giao hàng nhanh còn nóng hổi, nhưng quán cho nước mắm ít quá k đủ chấm Thích: Cặp Đôi Hoàn Hảo Bánh Bột Lọc Huế",1624
30114,foodee_q6h9nw7t,10/11/2023 14:19,6,"Nước mắm ngọt quá mình ăn thấy k hợp, bánh dẻo nói chung ăn cũng ok",1624
30115,Phương Nguyễn,10/11/2023 11:28,10,Huhu vẫn ngon như ngày nào nay ăn thử bún thịt thấy cũng OK á hihi Đóng gói tốt Bún Nem Nướng,1624
30116,Hạnh Vũ,9/11/2023 12:04,4,"Quá mắc! 55k phần dc 3 cay nem, 6c bánh tráng chiên ỉu dai nhách, quá mắc Không giống hình Khẩu phần ít Thích: Nước sâm bông cúc mát lạnh",1624
30117,clara_lyn123,7/11/2023 16:08,10,"Rau còn lành lạnh cũng còn khá tươi, sốt vẫn còn ấm nóng luôn á ăn ngon lém - Bún mắm nêm ăn cũng đc lắm Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng Thích: Bún mắm nêm đặc biệt Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...",1624
30118,Nguyễn Tiên,7/11/2023 12:35,8,Ngon nhưng ít rau quá,1624
30119,Ẩn Danh,7/11/2023 9:59,10,"Một phần rất nhiều luôn, tham lam gọi thêm bánh bột lọc nữa ăn s hết đây ta Thích: Nước nha đam giải nhiệt mát lạnh Bún Thịt Nướng",1624
30120,Ẩn Danh,5/11/2023 20:16,10,"Vẫn ngon như ngày nào, ăn ngon lắm ạ, chuẩn bị nhanh Nhức cái lách Ngon xỉu! No căng bụng Đóng gói tốt Giá phải chăng Thích: Bún Thịt Nướng",1624
30121,Thao,5/11/2023 19:15,6,"đậu phộng hơi ra dầu nên có mùi quán kiểm tra lại nha, còn lại rất ngon Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng Thích: Bún đặc biệt(thịt nướng,nem nướng,bò lá lốt)",1624
30122,Gia Linh,5/11/2023 11:06,10,ăn ngon giá hợp lý ủng hộ shop tuần sau cảm ơn shop ship rất nhanh,1624
30123,Ẩn Danh,3/11/2023 11:31,10,"Hình ảnh chỉ mang tính chất nhận xu... Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng Quán đóng gói sạch sẽ, ship nhanh. Chả ram và bánh rất ngon, nóng hổi. Rau cho nhiều, sạch sẽ. Sẽ ủng hộ thêm. Tks quán! Thích: Chả ram ( chả giò ) hải sản Tặng Kèm Bún Và Dụng Cụ Ăn U...",1624
30124,Ẩn Danh,31-10-2023 19:23,10,Ngonnnnnnnnn--------------------------nnn nnnnnnnnn,1624
30125,1931trang,31-10-2023 11:58,1,55k mà ddC its quá giao tới cứ ngỡ là nhầm k luôn Á mn nhưng ddC cái nhìn sạch sẽ OK Khẩu phần ít,1624
30126,Ẩn Danh,29-10-2023 09:59,10,"Ngon . Se mua ung ho la.m sau .. giao hang nhanh chong, đúng giờ, ngon Đóng gói tốt",1624
30127,hồng loan,27-10-2023 14:41,10,"Nhiều thịt lắm nha, vừa ăn, ngon lắm nên thử nha mn Ngon xỉu!",1624
30128,Nhật Ý,24-10-2023 18:04,10,đồ ăn ở đây mình đặt chắc chục lần r ăn no quá tr no ngon lắm lun ái tr oi Thích: Bún Thịt Nướng Cặp Đôi Hoàn Hảo Bánh hỏi thịt nướng,1624
30129,Phương Nguyễn,24-10-2023 11:20,6,Không dám chê vì có gì đâu mà chế nói chung là hay sale nên săn và ăn No căng bụng,1624
30130,foodee_55tf0xg6,23-10-2023 18:19,8,"Ngon, nhưng hơi mặn khi giao tới còn nóng, chuẩn bị ok, sẽ ủng hộ lần sau",1624
30131,liennguyen2965,18-10-2023 20:39,10,"Giao hàng nhanh, đồ ăn ngon, đóng gói tỉ mỉ sạch sẽ, ăn ở đây mấy lần đều thấy ok",1624
30132,Mia,26-12-2023 12:59,1,Tưởng hộp bự,1624
30133,foodee_a13be7e2,26-12-2023 00:50,10,"Cá nhân mình thấy ngon nha,vừa ăn luôn, thịt nhìu, nói chung là ok a Hình ảnh mang tính chất nhận xu Ngon xỉu!",1624
30134,Ẩn Danh,25-12-2023 13:33,10,Ngon kajshebsbkzlalalskdbjsjhanaakkakanannabshzj snsbsbsb Thích: Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C... ,1624
30135,Ẩn Danh,25-12-2023 08:00,10,H uhhbvthttgtggygvhgbgbgnjnjnjjnjnjnjnnjunubybyby uub No căng bụng Thích: Bún Nem Nướng Bún Thịt Nướng,1624
30136,Ẩn Danh,23-12-2023 15:13,10,Đóng gói tốt,1624
30137,J C Jonny,17-12-2023 11:14,1,*** Dont waste money Đóng gói chưa tốt Không vệ sinh/an toàn Không giống hình Sai/Thiếu món Hết món Không hợp khẩu vị Khẩu phần ít Không làm đúng ghi chú,1624
30138,Nhật Hoa,15-12-2023 11:42,10,Đồ ăn ngon nha.. nước chấm vừa miệng dùng chung rất hợp..có tai heo hơi cứng nha.. đóng gói sạch sẽ lắm nè Ngon xỉu! Đóng gói tốt Thích: Mẹt Uyên ương Tặng Kèm Bún Và Dụng Cụ Ăn Uống Cặp Đôi Hoàn Hảo Bánh hỏi - thịt nướng cuốn bánh tráng,1624
30139,Ngọc,15-12-2023 11:06,10,Ngon đã đặt nhiều lần . Hình ảnh không liên quan chỉ mang tính chất nhận xu NƯỚC UỐNG ON KIỀM Osawa,1624
30140,Ẩn Danh,13-12-2023 11:54,10,Bún thịt nướng nhon thịt nhiều lúc nào cũng làm đúng như yêu cầu . Sẽ ủng hộ shop mãi mãi Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng Thích: Bún Thịt Nướng Cặp Đôi Hoàn Hảo,1624
30141,tramy060205,12/12/2023 19:03,10,"Phần bún thịt nướng 39k mà quá trời thịt luôn, ăn nó căng, sẽ quay lại ủng hội tiếp IN MY HEART- Thích: Bún Thịt Nướng Cặp Đôi Hoàn Hảo",1624
30142,Ẩn Danh,12/12/2023 13:20,10,"Ngon nha, mà hơi ít xíu. Cơ mà săn 1k nên z cũng đc 10 điểm nha A",1624
30143,Kim Ngan,9/12/2023 15:13,4,"bún mắm nêm ko ngon, quán ko để ý ghi chú, chỉ được bánh bột lọc là ổn Thích: Bánh Bột Lọc Huế",1624
30144,jane137,7/12/2023 22:03,10,Abcdefghijklmnopqrstwxyz 123456789101112131415161718,1624
30145,Ẩn Danh,7/12/2023 13:05,10,Bubis bì nò nicnofnofondnidkbsibecibebcbeibxribxirhidrhirdihr Đóng gói tốt Giá phải chăng No căng bụng Thích: Bún Thịt Nướng,1624
30146,Như Nguyễn,6/12/2023 12:45,1,Bún thịt nướng ko để nước mắm lấy gò mà ăn...?,1624
30147,hirarihiii,4/12/2023 12:03,10,"Nem nướng ngon lắm nha mọi người, mình có đặt thêm bánh bột lọc ở đây cũng ngon lắm. Rất vừa ý, ăn ở đây cũng nhiều rồi",1624
30148,kieuhankute,4/12/2023 7:49,10,"Đồ ăn ngon, đóng hộp đẹp mắt",1624
30149,Lưu Ngọc Mỹ,1/12/2023 11:57,10,"Ăn hợp vị lắm luôn,ăn ở quán mấy lần rồi lần nào cũng ưng áaa Ngon xỉu! No căng bụng Đóng gói tốt Giá phải chăng Thích: Nước nha đam giải nhiệt mát lạnh Bún Nem Nướng",1624
30150,Ẩn Danh,30-11-2023 08:47,1,"Ko làm đúng ghi chú nhiều lần r, nhưng t bỏ qua, đây thái độ vs shipper luôn ấy, quán làm ăn đoé chiều khách đã v còn ko tôn trọng người giao hàng, lần cuối ăn :))) bán đồ ăn thì binh thường chứ chả ngon lắm mà cứ trịch thượng thì coi chừng khách chạy đi hết :))) Không làm đúng ghi chú",1624
30151,Phương Nguyễn,28-11-2023 10:57,10,Người kén ăn như toại còn ăn ngon được thì huống chi các *** kkk Đóng gói tốt,1624
30152,Vy Trúc,27-11-2023 12:29,10,"Thịt ướp ngon, đậm đà, nhưng nước mắm thêm ớt tỏi vào cùng, pha đậm tí nữa sẽ ngon hơn ạ",1624
30153,Bình Chung,21-11-2023 14:30,10,"Rất ngon. Quán đóng gói sạch sẽ, rau nhiều, chả còn nóng hổi. Sẽ ủng hộ thêm. Hình ảnh chụp đại mang tính chất nhận xu. Thích: Chả ram ( chả giò ) hải sản Tặng Kèm Bún Và Dụng Cụ Ăn U... Nem Nướng thêm",1624
30154,Ẩn Danh,21-11-2023 10:06,1,quá mắc chai nước có giá 17k ko thể tin được,1624
30155,Ẩn Danh,17-11-2023 18:27,10,"ăn ở đây nhiều lần rồi, ngon lắm luôn. Quán chuẩn bị đồ ăn siêu siêu anh Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng",1624
30156,jane137,17-11-2023 09:37,10,"Bún nhiều tưởng ăn ko hết nhưng cuối cùng lại vẫn hết. Bánh ngon, thơm mùi lá chuối, dẻo,",1624
30157,khánh linh,24-10-2023 11:20,6,"Ăn cũng bth tam ẩn ở manh xã Dán, nói tốt Bánh",1624
30158,foodee_55tf0xg6,23-10-2023 18:19,8,"Ngon, nhưng hơi mặn khi giao tới còn nóng, chuẩn bị ok, sẽ ủng hộ lần sau",1624
30159,liennguyen2965,18-10-2023 20:39,10,"Giao hàng nhanh, đồ ăn ngon, đóng gói tỉ mỉ sạch sẽ, ăn ở đây mấy lần đều thấy ok",1624
30160,Ẩn Danh,18-10-2023 13:24,10,"Quán giao hàng nhanh, đóng gói sạch sẽ, sẽ quay lại ủng hộ quán lần sau",1624
30161,Ẩn Danh,18-10-2023 12:13,6,"Cho ít mắm quá quán ơi, mình ăn đây cũng nhiều lần rồi, đồ ăn khá ngon.",1624
30162,Nhật Ý,15-10-2023 19:09,10,đồ ăn bên quán lúc nào cũng ngon hết mình đặt thử cả 2 chi nhánh chất lượng đều ổn định hết,1624
30163,foodyuser_56e890ec,15-10-2023 09:51,10,Món ngon giao nhanh va rat chin chu chat luong tot dong goi can than nua,1624
30164,Tú Huỳnh Khả,14-10-2023 10:55,10,Mì ăn dặm mug hàng chuẩn nội địa nhật bản date xa đúng mẫu giá phải căng ahipper giao hàng nhanh shipeer thân thiện Ngon xỉu! No căng bụng Đóng gói tốt Giá phải chăng Thích: Tai heo cuốn bánh tráng,1624
30165,tramocphan,13-10-2023 11:18,6,"Tập 100 ngàn hạng mục chỉ định thôi súhdbbdbdjej, tạm woik ok bình thường",1624
30166,foodee_zhwr3g4p,12/10/2023 19:07,10,Nc mắm hog ngon lắm,1624
30167,Trần Thảo,12/10/2023 12:23,10,"Ngon, ăn hết trơn rùi hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",1624
30168,Votan2205,12/10/2023 10:43,1,"Không ngon, nem có mùi dầu mỡ lâu ngày. Bò lá lốt thì ok. Không giống hình Không hợp khẩu vị",1624
30169,Như Nguyễn,11/10/2023 9:26,10,Shop giao hàng nhanh lại có code giảm giá. Đồ ăn như hình. Sẽ mua lại. Ngon xỉu! No căng bụng Đóng gói tốt Giá phải chăng Thích: Bánh hỏi thịt nướng,1624
30170,Nghiem Nguyen,9/10/2023 12:10,6,"E có ghi chú mắm nêm nhưng Ko có mắm nêm an không ngon được, chứ đồ an thì rất OK nhé",1624
30171,Nhật Ý,30-09-2023 11:40,10,đồ ăn rất ngon nha mngg em ăn 2 ngày liên tiếp vẫn rất ổn mng nên mua thử Thích: Cặp Đôi Hoàn Hảo Bánh hỏi thịt nướng,1624
30172,Nhật Ý,29-09-2023 11:10,10,giao hàng nhanh đồ ăn cũng ổn nên cho shop 5 sao nhenn shop oiii Thích: Cặp Đôi Hoàn Hảo Bánh hỏi thịt nướng,1624
30173,Ẩn Danh,28-09-2023 11:05,1,Bánh nhão nhẹt à. mà còn nhỏ xíu nữa. nước mắm thì nhạt tẹt trắng nhách. chê. Không giống hình,1624
30174,Ẩn Danh,27-09-2023 12:37,10,"Hình ảnh chỉ mang tính chất minh hoạ tại quên chụp ảnh lại nhưng đã đặt 2 lần rồi, đồ ăn ngon lắm nha, bún nem nướng cũng ngon Thích: Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...",1624
30175,Ẩn Danh,23-09-2023 12:00,10,"Giao hàng nhanh, đồ ăn ổn nhưng nước chấm không ngon lắm...... Thích: Mẹt Uyên ương Tặng Kèm Bún Và Dụng Cụ Ăn Uống",1624
30176,Ngọc Thảo,20-09-2023 15:19,10,ngon quá Ngon xỉu!,1624
30177,vy,16-09-2023 12:54,10,Rất giống vị một quán nổi tiếng ở Sài Gòn,1624
30178,n_quynhn,15-09-2023 12:20,10,thịt rất vừa miệng ngon hình ảnh chỉ mang tính chất nhạn xu thôi ạ Ngon xỉu! No căng bụng,1624
30179,Ẩn Danh,14-09-2023 17:44,6,Do an ngon... ma it nước mắm quá ăn không đủ... giao nhanh.. hop ve sinh,1624
30180,vhduyen04,13-09-2023 09:53,6,"Ngon lắm á nhưng mà hơi lạt chawc tại quán không bỏ cay nè, nch là ngon nha No căng bụng",1624
30181,Xitrum Lùng,12/9/2023 13:30,10,"Đã theo quán này lâu r, đồ ăn rất ngon và hợp khẩu vị! Nay quán đã cải thiện hộp đựng nhìn rất sạch sẽ và gọn gàng! Thích: Ram Giòn Thêm Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...",1624
30182,deo737en8l,11/9/2023 11:25,10,Bún thịt nướng và bánh bột lọc ngon lắm ạ! Uống kèm chai sữa hạt sen nữa! Mãi đỉnh luôn,1624
30183,Thùy Phương,11/9/2023 11:04,10,Đồ ăn ngon số zách Ăn nhiều lần không chán luônnn Mãi mê mãi keo dịu êmm Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng,1624
30184,liennguyen2965,5/9/2023 9:56,8,"Ngon, đóng gói sạch sẽ gọn gàng, rau dưa cho đầy đủ, mình góp ý một chút về nước mắm là nên một chút chứ ngọt quá",1624
30185,foodee_55tf0xg6,23-10-2023 18:19,6,"Ngon, nhưng hơi mặn khi giao tới còn nóng, chuẩn bị ok, sẽ ủng hộ lần sau",1624
30186,liennguyen2965,18-10-2023 20:39,10,"Giao hàng nhanh, đồ ăn ngon, đóng gói tỉ mỉ sạch sẽ, ăn ở đây mấy lần đều thấy ok",1624
30187,Ẩn Danh,18-10-2023 13:24,10,"Quán giao hàng nhanh, đóng gói sạch sẽ, sẽ quay lại ủng hộ quán lần sau",1624
30188,Ẩn Danh,18-10-2023 12:13,6,"Cho ít mắm quá quán ơi, mình ăn đây cũng nhiều lần rồi, đồ ăn khá ngon.",1624
30189,Nhật Ý,15-10-2023 19:09,10,đồ ăn bên quán lúc nào cũng ngon hết mình đặt thử cả 2 chi nhánh chất lượng đều ổn định hết,1624
30190,foodyuser_56e890ec,15-10-2023 09:51,10,Món ngon giao nhanh va rat chin chu chat luong tot dong goi can than nua,1624
30191,Tú Huỳnh Khả,14-10-2023 10:55,10,Mì ăn dặm mug hàng chuẩn nội địa nhật bản date xa đúng mẫu giá phải căng ahipper giao hàng nhanh shipeer thân thiện Ngon xỉu! No căng bụng Đóng gói tốt Giá phải chăng Thích: Tai heo cuốn bánh tráng,1624
30192,tramocphan,13-10-2023 11:18,6,"Tập 100 ngàn hạng mục chỉ định thôi súhdbbdbdjej, tạm woik ok bình thường",1624
30193,foodee_zhwr3g4p,12/10/2023 19:07,10,Nc mắm hog ngon lắm,1624
30194,Trần Thảo,12/10/2023 12:23,10,"Ngon, ăn hết trơn rùi hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",1624
30195,Votan2205,12/10/2023 10:43,1,"Không ngon, nem có mùi dầu mỡ lâu ngày. Bò lá lốt thì ok. Không giống hình Không hợp khẩu vị",1624
30196,Như Nguyễn,11/10/2023 9:26,10,Shop giao hàng nhanh lại có code giảm giá. Đồ ăn như hình. Sẽ mua lại. Ngon xỉu! No căng bụng Đóng gói tốt Giá phải chăng Thích: Bánh hỏi thịt nướng,1624
30197,Nghiem Nguyen,9/10/2023 12:10,6,"E có ghi chú mắm nêm nhưng Ko có mắm nêm an không ngon được, chứ đồ an thì rất OK nhé",1624
30198,Nhật Ý,30-09-2023 11:40,10,đồ ăn rất ngon nha mngg em ăn 2 ngày liên tiếp vẫn rất ổn mng nên mua thử Thích: Cặp Đôi Hoàn Hảo Bánh hỏi thịt nướng,1624
30199,Nhật Ý,29-09-2023 11:10,10,giao hàng nhanh đồ ăn cũng ổn nên cho shop 5 sao nhenn shop oiii Thích: Cặp Đôi Hoàn Hảo Bánh hỏi thịt nướng,1624
30200,Ẩn Danh,28-09-2023 11:05,1,Bánh nhão nhẹt à. mà còn nhỏ xíu nữa. nước mắm thì nhạt tẹt trắng nhách. chê. Không giống hình,1624
30201,Ẩn Danh,27-09-2023 12:37,10,"Hình ảnh chỉ mang tính chất minh hoạ tại quên chụp ảnh lại nhưng đã đặt 2 lần rồi, đồ ăn ngon lắm nha, bún nem nướng cũng ngon Thích: Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...",1624
30202,Ẩn Danh,23-09-2023 12:00,6,"Giao hàng nhanh, đồ ăn ổn nhưng nước chấm không ngon lắm...... Thích: Mẹt Uyên ương Tặng Kèm Bún Và Dụng Cụ Ăn Uống",1624
30203,Ngọc Thảo,20-09-2023 15:19,10,ngon quá Ngon xỉu!,1624
30204,vy,16-09-2023 12:54,10,Rất giống vị một quán nổi tiếng ở Sài Gòn,1624
30205,n_quynhn,15-09-2023 12:20,10,thịt rất vừa miệng ngon hình ảnh chỉ mang tính chất nhạn xu thôi ạ Ngon xỉu! No căng bụng,1624
30206,Ẩn Danh,14-09-2023 17:44,10,Do an ngon... ma it nước mắm quá ăn không đủ... giao nhanh.. hop ve sinh,1624
30207,vhduyen04,13-09-2023 09:53,8,"Ngon lắm á nhưng mà hơi lạt chawc tại quán không bỏ cay nè, nch là ngon nha No căng bụng",1624
30208,Xitrum Lùng,12/9/2023 13:30,10,"Đã theo quán này lâu r, đồ ăn rất ngon và hợp khẩu vị! Nay quán đã cải thiện hộp đựng nhìn rất sạch sẽ và gọn gàng! Thích: Ram Giòn Thêm Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...",1624
30209,deo737en8l,11/9/2023 11:25,10,Bún thịt nướng và bánh bột lọc ngon lắm ạ! Uống kèm chai sữa hạt sen nữa! Mãi đỉnh luôn,1624
30210,Thùy Phương,11/9/2023 11:04,10,Đồ ăn ngon số zách Ăn nhiều lần không chán luônnn Mãi mê mãi keo dịu êmm Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng,1624
30211,liennguyen2965,5/9/2023 9:56,10,"Ngon, đóng gói sạch sẽ gọn gàng, rau dưa cho đầy đủ, mình góp ý một chút về nước mắm là nên một *** chút chứ ngọt quá",1624
30212,Vương Thanh,14-05-2023 12:25,10,Ngonnnnnnnnn....,1624
30213,bichnguyet512,13-05-2023 19:38,10,"Chuẩn bị nhanh, đóng gói chỉn chu, sạch sẽ. Nước chấm thơm, nem mềm",1624
30214,Kiều Oanh,13-05-2023 17:50,10,"Giao đủ, nhanh Nước chấm ổn ngon béo nhưng chấm nhiều sẽ nhanh ngán Nem ngon ăn không ngán Bò là lốp ngon nhỏ vừa miệng ustas ustas",1624
30215,Ái Nhơn Phan Phan,13-05-2023 11:40,10,"Hình ảnh mang tính chất nhận xu. Đồ ăn ngon, sẽ ủng hộ",1624
30216,Trang,11/5/2023 19:50,1,"đặt hàng từ lúc xế chiều, giờ mới có thời gian để ăn bánh bột lọc thì phát hiện trong bánh có nguyên con ruồi... 07:00-22:00",1624
30217,Ẩn Danh,11/5/2023 12:36,10,"Đóng gói sạch sẽ, ngon miệng, ship siêu nhanh, thậ thiện nói chuyện sễ nghe",1624
30218,Ẩn Danh,11/5/2023 10:19,10,"Ngon, khá ok, hài lòng với đơn hàng này, sẽ ủng hộ thêm................",1624
30219,_linna_lee_,11/5/2023 7:14,10,"Bò nướng lá lốt, nem nướng, thịt nướng ngon lắm nha. Sẽ ủng hộ lần nữa Thích: Bún thập cẩm nem nướng, thịt nướng Bánh hỏi thịt nướng Bún bò nướng lá lốt",1624
30220,Khánh Ly,9/5/2023 12:21,10,Ngon nhon nhon nhọn nhọn nhọn nhọn nhọn nhọn ngon ngon ngon ngon ???,1624
30221,Ái Nhơn Phan Phan,6/5/2023 11:44,10,"Hình ảnh chỉ mang tính chất nhận xu. Đồ ăn ngon, sẽ ủng hộ shoppp",1624
30222,Ẩn Danh,6/5/2023 11:29,10,"Trình bày đẹp, làm nhanh. Đóng gói tốt. Sẽ ủng hộ tiếp. Giao hàng nhanh. Đóng gói tốt",1624
30223,Ẩn Danh,16-03-2023 23:08,10,Ngon nhiều đồ ăn lắm rau sạch hết chấm rất vừa vị nsb hdh hshh hdh,1624
30224,Khánh Ly,15-03-2023 10:40,10,Hshshs ngon nhon nhom nhón shsjsjnsjshsjnnbjsjdjdndnjdndnd,1624
30225,foodee_fngdhjg8,14-03-2023 15:56,10,Nem ngon cho nhiều rau sống sạch sẽ nhưng mà phần nước chấm thì chấm tương sẽ ngon hơn mắm nêm không ưng nước chấm lắm nhưng vẫn cho 5 sao vì cho rau ăn đã luôn Ngon xỉu! Giá phải chăng No căng bụng Thích: Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...,1624
30226,Nhi,14-03-2023 12:31,10,"Ngon lắm mn, mọi người nên mua ăn thử, ăn xong bị ghiền giống em á",1624
30227,Nguyễn Thanh Tân,13-03-2023 08:46,10,hdhdjsjdhdhxbxbxhdhdhdhdhdbdhfhsjsjsnxbxbxbxhd udhdh,1624
30228,ngoc_15102005,11/3/2023 1:09,10,Ngonnnn tuyt voi Hinh anh chi mang tinh chat nhan xu thoại,1624
30229,duyenstellar25,10/3/2023 17:37,10,Ngonnnnnnnnnnnnnnnnnnnndkdkdndjjdndndkjdndkd ndndkdndndj,1624
30230,Ẩn Danh,10/3/2023 13:05,10,Ngonnnnnnnnn------------~~~~~~~~~~~~nnnnn nnnnnnnnnnnnnn Ngon xỉu! No căng bụng REAM Đóng gói tốt Giá phải chăng,1624
30231,Ẩn Danh,6/3/2023 5:57,10,Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng Thích: Bánh Bột Lọc Huế Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...,1624
30232,nguyenthianhngoceee,4/3/2023 18:54,6,2 xuất nhưng ít bún quá. Còn lại OK. Giao hàng nhanh,1624
30233,Vương Cẩm Tú,3/3/2023 17:02,4,"Nước mắm thì nhạt thếch, bò nướng lá lốp ăn tạm dc, thịt thì rất kỳ ko giống thịt nướng, nem nướng thì bột haizzzz. Hình ảnh thì hấp dẫn nhưng món ăn cần phải được cải thiện. Nếu có đánh giá chất lượng món ăn thì mình buộc phải cho 1-2 sao thôi Không hợp khẩu vị",1624
30234,Nguyên,2/3/2023 17:52,10,Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkk,1624
30235,nhat_vy_21.6,1/3/2023 21:47,1,K có phần bánh tráng chiên giòn Đóng gói chưa tốt Sai/Thiếu món,1624
30236,Ẩn Danh,5/10/2022 16:16,10,Ngon nha. Lần nào cũng đặt ở đây để ăn hết. Nước chấm ngon lắm ak nên thử Thích: Nước Chấm Nem Nướng Siêu Ngon Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...,1624
30237,gzggagagaggag,5/10/2022 10:14,10,Jsjdjdjjdjdkdkldlldkdkdkdjdjjđjjdjdjxjdjdjdkdkdkdkxkxk xjjxhxhxhhxjxjxjdhxhdhdhdhdhhfhfhfjjjfjjfjdjdjfjjfjfjfjfjjfj fjfjkfkfkfifkifofodoodkdkdkdodoodkdkfkkfkfkofkfkfofi fififkfkkfkdkjfjfjfjiiidodododdriiririrudifififififidi Ngon xỉu! No căng bụng Đóng gói tốt Giá phải chăng,1624
30238,Phát Nguyễn,4/10/2022 12:15,10,"Sạch sẽ, đáng dùng. Nên thử. Cmt thêm mang tính chất nhận xu. Nói chung: NÊN ĂNNNNNNNNNN P/s: hơi buồn vì giao thiếu ""bún thêm Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng Thích: Bún Thịt Nướng Bún đặc biệt(thịt nướng,nem nướng,bò lá lốt)",1624
30239,Ẩn Danh,4/10/2022 12:10,10,Ngon Thích: Ram Giòn Thêm Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...,1624
30240,Ẩn Danh,4/10/2022 8:54,10,Bún ngon nhiều thịt và rau ăn kèm lần sau sẽ đặt nữa,1624
30241,Ngân Hồ,2/10/2022 13:08,8,"Cũng tạm, có lẽ nước chấm không hợp khẩu vị với mình cho lắm. Hihi",1624
30242,gzggagagaggag,2/10/2022 12:43,10,Ghjjfjhcucuffffufjfjcjcjkvkvjvjvjcjchchxhxhxhxhxhxhxh xhxhxhxxhxxhccjcjvgjgjgjhfhdgxgxgxgxhxhchchchchc hxhxchcjckvkbkhhcgxgshfjgkhkhjlhkhkgjgjfjfjfjgjgkgk hkbkbbkhkbkhkvkggkgjgjgjgjgjgjgjgggjgjgjjgjff Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng,1624
30243,Trần Thanh Hiếu,29-09-2022 19:54,1,Ship 2 hộp k có nước mắm sao ăn Phản hồi từ Quán: Quán để riêng 2 bịch nước mắm vào 1 gói riêng ở ngoài theo ghi chú. Shipper xác nhận đã quên giao cho bạn. Và có sđt của quán trên nắp hộp sao bạn ko chủ động liên lạc quán để đc giải quyết Khách ghi chú: Cung cấp dụng cụ ăn uống Nước mắm riêng nha a,1624
30244,Trần Thanh Hiếu,29-09-2022 10:00,1,Đánh giá gần nhất 1 sao,1624
30245,La Nhật Quang,29-09-2022 13:43,1,ship 2 hộp k có nước mắm sao ăn 29/09/2022 19:55 Ẩn Danh 10 Fsfjsfjsfstsydhdhdysysysififidjdudgyuiidsxghhgertgd Ngon Đóng gói tốt,1624
30246,Phương Uyên,28-09-2022 15:33,10,"Đồ ăn ngon, giao hành nhanh, đã ủng hộ quán nhiều lần. Sẽ ủng hộ tiếp nha ! Thích: Bún thập cẩm nem nướng, thịt nướng",1624
30247,Ẩn Danh,28-09-2022 13:50,10,"Bánh ok, sạch sẽ, đủ dụng cụ, nước mắm ngon, có điều thích bột trong hơn xíu",1624
30248,Ẩn Danh,27-09-2022 11:19,10,"Ngon xĩu, đóng gói tố, no căng bụng, giá cả phải chăng, giao hàng nhanh Ngon xỉu! No căng bụng 1000 Thích: Bún Nem Nướng Bánh hỏi thịt nướng",1624
30249,foodee_195c2286,25-09-2022 23:57,10,Hình ảnh minh họa đồ ăn ngon sạch sẽ đóng gói đẹp giao hàng nhanh Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng,1624
30250,foodee_cylscjm8,25-09-2022 19:06,1,Quá dở Không hợp khẩu vị,1624
30251,Lê Cương,24-09-2022 19:08,6,Thiếu bánh chiên giòn rồi. Chỉ có 1 hộp nem nướng Sai/Thiếu món,1624
30252,Ẩn Danh,22-09-2022 14:02,10,Ngon lắm ạ xgshsbx bxjs sxnjs sdhjsnsns dbsvvsdbksmdhsbsbdbdjsbsb Thích: Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...,1624
30253,Ẩn Danh,22-09-2022 10:22,10,"mua bao lần vẫn rất ưng ý nha, sẽ ủng hộ quán tiếpppppppppppppp",1624
30254,foodee_8uhar1sk,20-09-2022 18:28,10,"Ngon xỉu giao hàng nhanh đầy đủ món kh thiếu gì cả, ăn nhiều lần thấy phục vụ rất tốt. Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng",1624
